region,cases,deaths,recovered
USA,7140137,206598,4399996
India,5737197,91204,4674987
Brazil,4627780,139065,3992886
Russia,1128836,19948,929829
Colombia,784268,24746,662277
Peru,782695,31870,636489
Mexico,710049,74949,510237
Spain,693556,31034,N/A
South Africa,665188,16206,594229
Argentina,664799,14376,525486
France,481141,31459,93538
Chile,449903,12345,425165
Iran,436319,25015,367829
UK,409729,41862,N/A
Bangladesh,355384,5072,265092
Iraq,332635,8754,264988
Saudi Arabia,331359,4569,313786
Pakistan,308217,6437,294392
Turkey,308069,7711,270723
Italy,302537,35758,220665
Philippines,296755,5127,231928
Germany,279205,9508,249500
Indonesia,262022,10105,191853
Israel,206332,1335,148075
Ukraine,188106,3757,83458
Canada,147756,9243,127788
Bolivia,131990,7731,91556
Ecuador,129892,11171,102852
Qatar,124175,212,121006
Romania,118054,4591,94877
Dominican Republic,109737,2074,83434
Panama,107990,2291,84437
Morocco,107743,1918,88244
Kazakhstan,107529,1699,102323
Belgium,106887,9959,19079
Egypt,102375,5822,91843
Kuwait,101299,590,92341
Netherlands,100597,6296,N/A
Oman,95907,885,86765
Sweden,89756,5876,N/A
UAE,88532,407,77937
Guatemala,87442,3154,76459
Poland,82809,2369,66158
Japan,79768,1512,71981
Belarus,76357,796,73564
Honduras,72675,2222,24022
Ethiopia,71083,1141,29253
Portugal,70465,1928,46290
Venezuela,69439,574,58759
Costa Rica,68059,781,26136
Nepal,67804,436,49954
Bahrain,67014,231,60117
Nigeria,57724,1102,48985
Singapore,57654,27,57291
Czechia,55464,555,26709
Uzbekistan,53667,445,49832
Switzerland,51492,2061,42300
Algeria,50400,1698,35428
Armenia,48251,945,43266
Moldova,48232,1244,36071
Ghana,46153,299,45299
Kyrgyzstan,45757,1063,42005
Austria,40816,783,31661
Azerbaijan,39524,580,37122
Afghanistan,39170,1451,32619
Kenya,37348,664,24253
Palestine,37083,272,26288
Paraguay,35571,727,19867
Ireland,33675,1794,23364
Serbia,33080,744,31536
Lebanon,31792,328,13527
Libya,30097,469,16430
El Salvador,28201,823,22326
Australia,26980,861,24448
Bosnia and Herzegovina,26081,790,18634
Denmark,24357,643,18359
S. Korea,23341,393,20832
Hungary,21200,709,4818
Cameroon,20690,416,19124
Ivory Coast,19430,120,18875
Bulgaria,19283,779,13867
North Macedonia,17049,710,14186
Greece,16286,357,9989
Madagascar,16167,226,14788
Croatia,15572,261,14111
