region,cases,deaths,recovered
USA,6983478,203966,4235275
India,5449902,87312,4353029
Brazil,4531539,136677,3820095
Russia,1103399,19418,909357
Peru,762865,31369,607837
Colombia,758398,24039,627685
Mexico,694121,73258,496224
South Africa,659656,15940,589434
Spain,659334,30495,N/A
Argentina,622934,12909,488231
Chile,444674,12254,418101
France,442194,31274,91574
Iran,422140,24301,359570
UK,394257,41777,N/A
Bangladesh,348918,4939,256565
Saudi Arabia,329754,4485,310439
Iraq,319035,8555,253591
Pakistan,305671,6416,292303
Turkey,302867,7506,266117
Italy,298156,35707,218351
Philippines,286743,4984,229865
Germany,272670,9466,243500
Indonesia,244676,9553,177327
Israel,183602,1226,132449
Ukraine,175678,3557,77512
Canada,143603,9217,124684
Bolivia,130470,7586,89032
Ecuador,125620,11084,97063
Qatar,123376,210,120303
Romania,112781,4435,89771
Dominican Republic,107700,2044,80820
Kazakhstan,107262,1671,101877
Panama,105601,2247,80190
Egypt,101900,5750,88666
Belgium,100748,9944,18945
Morocco,99816,1795,79008
Kuwait,99434,584,90168
Netherlands,93778,6279,N/A
Oman,93475,846,85418
Sweden,88237,5865,N/A
Guatemala,85152,3105,74497
UAE,84916,404,74273
Poland,79240,2293,64302
Japan,78073,1495,70495
Belarus,75461,776,73212
Honduras,71143,2166,21810
Portugal,68577,1912,45596
Ethiopia,68131,1089,27939
Venezuela,65949,539,55155
Bahrain,64499,221,57299
Nepal,64122,411,46233
Costa Rica,63712,706,23552
Singapore,57576,27,57181
Nigeria,57145,1095,48431
Uzbekistan,51235,429,47271
Algeria,49826,1672,35047
Switzerland,49283,2045,40500
Czechia,48881,502,24744
Armenia,47431,930,42608
Moldova,46596,1203,34236
Ghana,46004,297,45153
Kyrgyzstan,45335,1063,41484
Azerbaijan,39188,575,36755
Afghanistan,39044,1441,32576
Austria,38095,766,29229
Kenya,36981,648,23887
Palestine,35686,262,23700
Paraguay,33015,636,17535
Ireland,32933,1792,23364
Serbia,32908,741,31411
Lebanon,29303,297,12047
Libya,27949,444,15068
El Salvador,27553,811,21561
Australia,26898,849,24062
Bosnia and Herzegovina,25428,763,17878
S. Korea,22975,383,20158
Denmark,22905,638,17514
Cameroon,20431,416,19124
Ivory Coast,19269,120,18392
Bulgaria,18819,755,13558
Hungary,17990,683,4391
North Macedonia,16735,693,13863
Madagascar,16053,223,14646
Greece,15142,338,9989
Croatia,14922,248,12536
Senegal,14714,302,11260
Zambia,14131,330,13365
Sudan,13535,836,6759
Norway,12883,267,10371
Albania,12385,362,6940
DRC,10515,271,9930
Namibia,10377,112,8033
Guinea,10286,63,9681
Malaysia,10219,130,9355
Tunisia,9736,155,2386
French Guiana,9692,65,9341
Maldives,9649,33,8188
Tajikistan,9346,73,8108
Finland,8980,339,7700
Gabon,8696,53,7848
Haiti,8600,221,6363
Montenegro,7898,134,5129
Luxembourg,7804,124,6703
Zimbabwe,7672,225,5914
Mauritania,7365,161,6927
Mozambique,6771,43,3622
Slovakia,6677,39,3548
Uganda,6287,63,2616
Malawi,5718,179,4030
Myanmar,5541,92,1260
Djibouti,5403,61,5333
Eswatini,5245,104,4571
Cabo Verde,5186,50,4581
Cuba,5091,115,4412
Hong Kong,5033,103,4708
Equatorial Guinea,5002,83,4509
Congo,4986,89,3887
Nicaragua,4961,147,2913
CAR,4786,62,1830
Jordan,4779,30,2844
Jamaica,4758,60,1327
Suriname,4709,97,4383
Rwanda,4689,26,2910
Slovenia,4420,142,3023
Angola,3901,147,1445
Trinidad and Tobago,3866,64,1753
Syria,3765,170,932
Lithuania,3744,87,2198
Mayotte,3541,40,2964
Gambia,3526,108,1992
Thailand,3506,59,3340
Georgia,3502,19,1494
Aruba,3460,23,2128
Somalia,3442,98,2877
Guadeloupe,3426,26,837
Sri Lanka,3287,13,3088
Bahamas,3214,73,1679
Réunion,3194,15,2482
Mali,3006,128,2349
Estonia,2924,64,2377
Malta,2731,20,2047
South Sudan,2642,49,1290
Botswana,2567,13,624
Iceland,2346,10,2121
Guinea-Bissau,2303,39,1127
Benin,2280,40,1950
Guyana,2168,64,1331
Sierra Leone,2159,72,1650
Yemen,2026,585,1221
Uruguay,1904,46,1612
Burkina Faso,1816,56,1176
New Zealand,1815,25,1719
Togo,1659,41,1259
Belize,1606,20,876
Cyprus,1590,22,1282
Andorra,1564,53,1164
Latvia,1525,36,1248
Lesotho,1390,33,754
Liberia,1335,82,1216
French Polynesia,1271,2,1028
Niger,1183,69,1104
Chad,1149,81,966
Martinique,1122,18,98
Vietnam,1068,35,942
Sao Tome and Principe,908,15,876
San Marino,723,42,669
Diamond Princess,712,13,651
Turks and Caicos,668,5,572
Channel Islands,644,48,575
Sint Maarten,584,20,488
Papua New Guinea,516,6,232
Tanzania,509,21,183
Taiwan,507,7,479
Burundi,473,1,374
Comoros,470,7,450
Faeroe Islands,431,NA,412
Mauritius,366,10,338
Eritrea,364,NA,305
Gibraltar,350,NA,323
Isle of Man,339,24,312
Saint Martin,330,6,206
Mongolia,312,NA,302
Cambodia,275,NA,274
Bhutan,259,NA,190
Curaçao,247,1,88
Cayman Islands,208,1,204
Monaco,192,1,152
Barbados,185,7,172
Bermuda,180,9,166
Brunei,145,3,142
Seychelles,141,NA,136
Liechtenstein,113,1,109
Antigua and Barbuda,96,3,92
British Virgin Islands,69,1,48
St. Vincent Grenadines,64,NA,64
Macao,46,NA,46
Caribbean Netherlands,36,1,17
Fiji,32,2,26
Saint Lucia,27,NA,26
Timor-Leste,27,NA,26
New Caledonia,26,NA,26
Dominica,24,NA,18
Grenada,24,NA,24
Laos,23,NA,22
St. Barth,23,NA,16
Saint Kitts and Nevis,17,NA,17
Greenland,14,NA,14
Montserrat,13,1,12
Falkland Islands,13,NA,13
Vatican City,12,NA,12
Saint Pierre Miquelon,11,NA,5
Western Sahara,10,1,8
MS Zaandam,9,2,NA
Anguilla,3,NA,3
China,85279,4634,80477
Total:,8324990,298342,5183251
Total:,9426422,176534,7719821
Total:,7493950,237365,6237414
Total:,4423832,216158,2382348
Total:,1408595,33923,1154682
Total:,30558,884,27093
Total:,721,15,651
Total:,31109068,963221,22705260
