region,cases,deaths,recovered
USA,6925941,203171,4191894
India,5308014,85625,4208431
Brazil,4497434,135857,3789139
Russia,1091186,19195,901207
Peru,756412,31283,600795
Colombia,750471,23850,621521
Mexico,688954,72803,492192
Spain,659334,30495,N/A
South Africa,657627,15857,586844
Argentina,613658,12656,467286
Chile,442827,12199,415981
France,428696,31249,91574
Iran,416198,23952,355505
UK,385936,41732,N/A
Bangladesh,345805,4881,252335
Saudi Arabia,328720,4430,308352
Iraq,311690,8408,245305
Pakistan,305031,6415,292044
Turkey,299810,7377,264805
Italy,294932,35668,216807
Philippines,279526,4830,208790
Germany,271244,9464,243000
Indonesia,236519,9336,170774
Israel,179071,1196,130024
Ukraine,169472,3468,75486
Canada,141911,9205,123723
Bolivia,130051,7550,88457
Ecuador,124129,11044,97063
Qatar,122917,209,119822
Romania,110217,4360,88235
Kazakhstan,107199,1671,101822
Dominican Republic,106732,2034,80179
Panama,104879,2229,79093
Egypt,101772,5733,87958
Belgium,99649,9937,18908
Kuwait,98528,580,88776
Morocco,97264,1755,76690
Oman,91753,818,84648
Netherlands,90047,6273,N/A
Sweden,88237,5865,N/A
Guatemala,84344,3076,73748
UAE,83433,403,72790
Japan,77494,1482,69899
Poland,77328,2270,63312
Belarus,75230,773,73098
Honduras,70611,2146,21149
Ethiopia,67515,1072,27638
Portugal,67176,1894,45053
Venezuela,65174,530,54218
Bahrain,63879,220,56700
Costa Rica,62374,686,23160
Nepal,61593,390,43820
Singapore,57543,27,57071
Nigeria,56956,1094,48305
Uzbekistan,50253,419,46527
Algeria,49413,1659,34818
Switzerland,49283,2045,40500
Armenia,46910,926,42369
Czechia,46262,495,23858
Ghana,45760,295,44973
Moldova,45648,1186,33734
Kyrgyzstan,45335,1063,41484
Azerbaijan,38894,572,36424
Afghanistan,38883,1437,32576
Kenya,36724,646,23709
Austria,36661,763,28451
Palestine,34401,250,23333
Serbia,32757,739,31411
Ireland,32271,1792,23364
Paraguay,32127,611,16921
Lebanon,27518,281,10739
El Salvador,27346,808,20847
Australia,26885,844,23861
Libya,26438,418,14207
Bosnia and Herzegovina,24897,752,17365
S. Korea,22893,378,19970
Denmark,21847,635,17110
Cameroon,20371,416,19124
Ivory Coast,19200,120,18392
Bulgaria,18733,753,13510
North Macedonia,16417,683,13732
Hungary,16111,669,4240
Madagascar,15971,217,14587
Greece,14738,327,3804
Senegal,14645,301,11051
Croatia,14513,244,12169
Zambia,14022,329,13207
Sudan,13535,836,6759
Norway,12769,267,10371
Albania,12073,353,6831
DRC,10456,268,9863
Guinea,10231,63,9660
Namibia,10207,108,7947
Malaysia,10147,129,9264
French Guiana,9659,65,9298
Maldives,9568,33,8077
Tajikistan,9259,73,8026
Finland,8858,339,7700
Gabon,8696,53,7848
Haiti,8600,221,6363
Tunisia,8570,133,2342
Luxembourg,7718,124,6703
Montenegro,7711,133,4997
Zimbabwe,7647,224,5883
Mauritania,7361,161,6882
Mozambique,6264,40,3502
Slovakia,6256,39,3390
Malawi,5716,179,4026
Uganda,5594,61,2544
Djibouti,5403,61,5333
Eswatini,5215,103,4478
Cabo Verde,5141,50,4548
Cuba,5004,111,4249
Equatorial Guinea,5002,83,4509
Hong Kong,4997,103,4696
Congo,4980,89,3887
Nicaragua,4961,147,2913
CAR,4786,62,1830
Suriname,4691,96,4280
Rwanda,4671,25,2845
Myanmar,4621,75,1130
Jamaica,4571,55,1264
Jordan,4344,29,2511
Slovenia,4195,140,2939
Angola,3848,147,1443
Syria,3731,168,918
Trinidad and Tobago,3651,60,1586
Lithuania,3565,87,2181
Mayotte,3541,40,2964
Thailand,3500,59,3338
Gambia,3485,108,1973
Aruba,3460,23,2128
Guadeloupe,3426,26,837
Somalia,3390,98,2812
Sri Lanka,3281,13,3060
Réunion,3194,15,1794
