region,cases,deaths,recovered
USA,7072003,205196,4322799
India,5640496,90021,4581820
Brazil,4566123,137445,3887199
Russia,1115810,19649,917949
Peru,772896,31474,622418
Colombia,770435,24397,640900
Mexico,700580,73697,502982
Spain,682267,30904,N/A
South Africa,663282,16118,592904
Argentina,640147,13482,508563
France,468069,31416,93538
Chile,448523,12321,423176
Iran,429193,24656,363737
UK,403551,41825,N/A
Bangladesh,352178,5007,260790
Saudi Arabia,330798,4542,312684
Iraq,327580,8682,261757
Pakistan,306886,6424,293159
Turkey,306302,7639,269696
Italy,300897,35738,219670
Philippines,291789,5049,230643
Germany,276829,9489,246300
Indonesia,252923,9837,184298
Israel,193374,1285,140751
Ukraine,181237,3642,79901
Canada,146385,9232,126230
Bolivia,130986,7654,90240
Ecuador,127643,11126,102852
Qatar,123917,211,120766
Romania,114648,4503,92169
Dominican Republic,109269,2064,82741
Kazakhstan,107374,1671,102064
Panama,106810,2272,82320
Morocco,105346,1889,85883
Belgium,103392,9950,18977
Egypt,102141,5787,90332
Kuwait,100683,588,91612
Netherlands,98240,6291,N/A
Oman,94711,865,86195
Sweden,89436,5870,N/A
UAE,86447,405,76025
Guatemala,85681,3124,75172
Poland,80699,2316,64972
Japan,79140,1500,71404
Belarus,76104,791,73386
Honduras,72075,2204,22611
Ethiopia,70422,1127,28991
Portugal,69663,1925,45974
Venezuela,67443,555,56726
Costa Rica,66689,760,25706
Nepal,66632,429,48061
Bahrain,65752,227,58626
Singapore,57627,27,57262
Nigeria,57437,1100,48674
Uzbekistan,52685,442,49067
Czechia,51637,530,26020
Switzerland,50664,2054,42100
Algeria,50214,1689,35307
Armenia,47667,938,42676
Moldova,47446,1230,35542
Ghana,46062,297,45258
Kyrgyzstan,45542,1063,41796
Azerbaijan,39378,578,36949
Austria,39303,771,30312
Afghanistan,39096,1445,32576
Kenya,37218,659,24147
Palestine,36580,269,25469
Paraguay,34260,676,18629
Ireland,33444,1792,23364
Serbia,32999,743,31536
Lebanon,30852,315,12878
Libya,29446,460,15913
El Salvador,27798,814,21795
Australia,26942,854,24218
Bosnia and Herzegovina,25737,778,18359
Denmark,23799,641,18035
S. Korea,23106,388,20441
Cameroon,20598,416,19124
Hungary,19499,694,4559
Ivory Coast,19343,120,18682
Bulgaria,19014,765,13727
North Macedonia,16867,705,14084
Madagascar,16136,226,14743
Greece,15928,352,9989
Croatia,15136,255,12987
Senegal,14759,302,11621
Zambia,14389,331,13629
Sudan,13555,836,6760
Norway,13075,267,10371
Albania,12666,367,7042
Tunisia,11260,164,2386
Namibia,10607,116,8359
DRC,10523,271,10011
Guinea,10387,65,9780
Malaysia,10358,130,9563
Maldives,9818,34,8438
French Guiana,9712,65,9373
Tajikistan,9432,73,8199
Finland,9195,341,7700
Montenegro,8842,138,5425
Gabon,8704,54,7875
Haiti,8633,223,6482
Luxembourg,7916,124,6839
Zimbabwe,7683,225,5924
Mauritania,7384,161,6977
Mozambique,7114,45,4064
Slovakia,6931,40,3668
Myanmar,6743,115,1951
Uganda,6712,64,2778
Malawi,5739,179,4065
Jordan,5679,33,3707
Djibouti,5404,61,5336
Eswatini,5307,106,4672
Cabo Verde,5281,52,4674
Jamaica,5270,75,1444
Cuba,5222,117,4506
Hong Kong,5047,103,4717
Equatorial Guinea,5018,83,4509
Congo,5002,89,3887
Nicaragua,4961,147,2913
CAR,4786,62,1830
Suriname,4740,97,4525
Rwanda,4722,27,2973
Slovenia,4558,142,3048
Angola,4117,154,1449
Trinidad and Tobago,3974,65,1871
Georgia,3913,23,1574
Syria,3877,178,983
Lithuania,3859,87,2225
Aruba,3665,25,2426
Mayotte,3541,40,2964
Gambia,3526,108,1992
Thailand,3511,59,3343
Somalia,3465,98,2877
Guadeloupe,3426,26,837
Bahamas,3418,75,1771
Réunion,3415,15,2482
Sri Lanka,3312,13,3118
Mali,3030,129,2380
Estonia,2976,64,2385
Malta,2814,23,2113
South Sudan,2649,49,1290
Botswana,2567,13,624
Iceland,2419,10,2130
Guyana,2402,65,1359
Guinea-Bissau,2303,39,1127
Benin,2294,40,1954
Sierra Leone,2174,72,1652
Yemen,2028,586,1235
Uruguay,1927,46,1634
Burkina Faso,1896,56,1189
New Zealand,1815,25,1729
Andorra,1681,53,1199
Togo,1669,41,1274
Belize,1635,21,967
Cyprus,1618,22,1369
Latvia,1560,36,1248
Lesotho,1424,33,754
French Polynesia,1394,2,1170
Liberia,1336,82,1218
Niger,1189,69,1104
Chad,1155,81,967
Martinique,1122,18,98
Vietnam,1068,35,957
Sao Tome and Principe,908,15,880
San Marino,723,42,669
Diamond Princess,712,13,651
Turks and Caicos,668,5,572
Channel Islands,652,48,575
Sint Maarten,591,20,505
Papua New Guinea,517,7,232
Tanzania,509,21,183
Taiwan,509,7,479
Burundi,474,1,462
Comoros,470,7,453
Faeroe Islands,448,NA,414
Mauritius,367,10,339
Eritrea,364,NA,309
Gibraltar,355,NA,323
Isle of Man,340,24,312
Saint Martin,330,6,206
Mongolia,313,NA,302
Curaçao,282,1,102
Cambodia,275,NA,274
Bhutan,261,NA,194
Cayman Islands,209,1,204
Monaco,195,1,159
Barbados,189,7,173
Bermuda,180,9,166
Brunei,145,3,142
Seychelles,143,NA,136
Liechtenstein,115,1,110
Antigua and Barbuda,96,3,92
British Virgin Islands,69,1,48
St. Vincent Grenadines,64,NA,64
Caribbean Netherlands,54,1,18
Macao,46,NA,46
Fiji,32,2,28
Saint Lucia,27,NA,26
Timor-Leste,27,NA,27
New Caledonia,26,NA,26
Dominica,24,NA,18
Grenada,24,NA,24
Laos,23,NA,22
St. Barth,23,NA,16
Saint Kitts and Nevis,19,NA,17
Greenland,14,NA,14
Montserrat,13,1,12
Falkland Islands,13,NA,13
Vatican City,12,NA,12
Saint Pierre Miquelon,11,NA,5
Western Sahara,10,1,8
MS Zaandam,9,2,NA
Anguilla,3,NA,3
China,85297,4634,80497
Total:,8431506,300210,5287956
Total:,9682008,180551,8004339
Total:,7577250,239403,6367607
Total:,4533647,217427,2411299
Total:,1426976,34355,1172135
Total:,30726,890,27403
Total:,721,15,651
Total:,31682834,972851,23271390
