region,cases,deaths,recovered
USA,6396037,192230,3636323
Brazil,4091801,125584,3278243
India,4069522,70168,3146135
Russia,1020310,17759,838126
Peru,676848,29554,498523
Colombia,650062,20888,498221
South Africa,635078,14678,557818
Mexico,623090,66851,434667
Spain,517133,29418,N/A
Argentina,461882,9685,340381
Chile,418469,11494,391248
Iran,384666,22154,332131
UK,342351,41537,N/A
Bangladesh,323565,4447,217852
Saudi Arabia,319932,4049,295842
France,309156,30724,87206
Pakistan,298025,6340,282553
Turkey,276555,6564,249108
Italy,274644,35518,209027
Iraq,256719,7422,195259
Germany,250554,9401,226208
Philippines,234570,3790,161668
Indonesia,190665,7940,136401
Ukraine,133787,2811,61649
Canada,131124,9141,115926
Israel,126419,993,100357
Qatar,119864,202,116780
Bolivia,119580,5343,67844
Ecuador,117175,6674,102200
Kazakhstan,106225,1588,99018
Egypt,99582,5495,76305
Dominican Republic,96629,1801,70871
Panama,95596,2063,68742
Romania,93864,3850,40028
Kuwait,88963,540,79903
Belgium,87174,9901,18534
Oman,86380,705,81828
Sweden,84985,5835,N/A
Guatemala,77040,2825,65029
Netherlands,73862,6241,N/A
UAE,73471,388,63652
Belarus,72663,705,71843
Poland,70387,2113,52346
Japan,70268,1330,60417
Morocco,68605,1292,52483
Honduras,63798,1984,12347
Portugal,59943,1838,42793
Singapore,56982,27,56174
Ethiopia,56516,880,20612
Nigeria,54743,1051,42816
Bahrain,54095,196,50323
Venezuela,50973,412,41249
Algeria,45773,1539,32259
Costa Rica,45680,469,18053
Nepal,45277,280,27127
Ghana,44777,283,43693
Armenia,44649,895,39823
Kyrgyzstan,44293,1060,39599
Switzerland,43957,2013,36500
Uzbekistan,43075,339,40432
Moldova,38906,1047,27017
Afghanistan,38324,1409,30082
Azerbaijan,37192,545,34565
Kenya,35020,594,21158
Serbia,31849,723,30529
Ireland,29303,1777,23364
Austria,29087,735,24828
Czechia,27249,429,19027
Australia,26207,748,22330
El Salvador,26206,752,15587
Palestine,25575,176,16661
Bosnia and Herzegovina,21439,651,14636
S. Korea,21010,333,16009
Paraguay,20654,398,10523
Cameroon,19604,415,18448
Lebanon,19490,183,5592
Ivory Coast,18269,119,17162
Denmark,17736,627,15671
Libya,17094,272,2025
Bulgaria,16954,665,12046
Madagascar,15269,199,14113
North Macedonia,14998,614,12149
Senegal,13948,290,9851
Sudan,13189,823,6612
Zambia,12709,292,11668
Croatia,11739,197,8771
Norway,11254,264,9348
Greece,11200,279,3804
DRC,10178,259,9420
Albania,9967,306,5882
Guinea,9649,61,8832
Malaysia,9391,128,9113
French Guiana,9276,62,8792
Tajikistan,8757,70,7549
Gabon,8601,53,7424
Maldives,8361,29,5642
Haiti,8326,212,5870
Namibia,8323,87,3611
Finland,8261,336,7350
Hungary,7892,624,3952
Mauritania,7126,160,6623
Luxembourg,6854,124,N/A
Zimbabwe,6837,206,5345
Malawi,5608,175,3533
Djibouti,5387,60,5327
Montenegro,5275,106,4203
Equatorial Guinea,4972,83,4413
Hong Kong,4858,94,4492
Eswatini,4780,94,3844
CAR,4729,62,1818
Nicaragua,4668,141,2913
Congo,4628,102,1742
Tunisia,4542,87,1699
Slovakia,4526,37,2797
Rwanda,4304,18,2191
Cuba,4266,100,3487
Mozambique,4265,26,2511
Suriname,4252,75,3366
Cabo Verde,4200,41,3562
Thailand,3438,58,3279
Mayotte,3374,40,2964
Uganda,3353,35,1564
Somalia,3332,97,2696
Gambia,3150,99,1315
Slovenia,3122,135,2483
Sri Lanka,3115,12,2918
Syria,3041,127,698
Lithuania,3040,86,1952
Jamaica,2964,30,922
Angola,2876,115,1167
Mali,2814,126,2220
South Sudan,2536,47,1290
Estonia,2491,64,2165
Bahamas,2386,50,893
Aruba,2358,13,1119
Jordan,2301,16,1676
Guinea-Bissau,2245,38,1127
Benin,2194,40,1793
Iceland,2136,10,2038
Réunion,2115,11,1313
Sierra Leone,2041,71,1602
Trinidad and Tobago,2040,31,707
Malta,2014,14,1601
Botswana,2002,8,493
Yemen,1983,572,1194
New Zealand,1767,24,1631
Uruguay,1653,45,1446
Georgia,1621,19,1302
Cyprus,1502,21,1237
Togo,1457,31,1079
Latvia,1425,35,1187
Burkina Faso,1408,55,1098
Guyana,1401,44,805
Guadeloupe,1363,18,336
Liberia,1306,82,1163
Myanmar,1253,7,371
Andorra,1215,53,928
Niger,1177,69,1091
Belize,1152,15,271
Lesotho,1148,31,528
Vietnam,1049,35,786
Chad,1023,77,914
Sao Tome and Principe,897,15,859
Martinique,758,18,98
San Marino,735,42,660
Diamond Princess,712,13,651
French Polynesia,694,NA,360
Channel Islands,631,48,575
