region,cases,deaths,recovered
USA,7011034,204165,4251934
India,5517601,88231,4432630
Brazil,4544629,136895,3851227
Russia,1109595,19489,911973
Peru,768895,31369,615255
Colombia,765076,24208,633199
Mexico,697663,73493,499302
South Africa,661211,15953,590071
Spain,659334,30495,N/A
Argentina,631365,13053,488231
France,452763,31285,91574
Chile,447468,12298,421111
Iran,425481,24478,361523
UK,394257,41777,N/A
Bangladesh,350621,4979,258717
Saudi Arabia,330246,4512,311499
Iraq,322856,8625,258075
Pakistan,306304,6420,292869
Turkey,302867,7506,267233
Italy,298156,35707,218351
Philippines,290190,4999,230233
Germany,274013,9474,244000
Indonesia,248852,9677,180797
Israel,188760,1260,135997
Ukraine,178353,3583,78184
Canada,143649,9217,124691
Bolivia,130676,7617,89617
Ecuador,126419,11090,102852
Qatar,123604,211,120540
Romania,113589,4458,90649
Dominican Republic,108783,2054,82274
Kazakhstan,107307,1671,101941
Panama,106203,2257,81365
Belgium,102295,9948,18965
Egypt,102015,5770,89532
Morocco,101743,1830,80732
Kuwait,99964,585,90930
Netherlands,95995,6281,N/A
Oman,94051,853,85781
Sweden,88237,5865,N/A
UAE,85595,405,75086
Guatemala,85444,3119,74859
Poland,79988,2298,64604
Japan,78657,1500,71030
Belarus,75898,785,73301
Honduras,71616,2184,22065
Portugal,69200,1920,45736
Ethiopia,68820,1096,28314
Venezuela,66656,547,56096
Nepal,65276,427,47238
Bahrain,65039,223,57950
Costa Rica,63712,706,23552
Singapore,57607,27,57181
Nigeria,57242,1098,48569
Uzbekistan,52070,437,48369
Switzerland,50378,2050,40500
Algeria,49826,1672,35047
Czechia,49290,503,24755
Armenia,47552,936,42637
Moldova,46796,1211,35018
Ghana,46004,297,45153
Kyrgyzstan,45471,1063,41682
Azerbaijan,39280,576,36836
Afghanistan,39074,1444,32576
Austria,38658,767,29516
Kenya,36981,648,23887
Palestine,36151,265,24428
Paraguay,33520,659,18117
Serbia,32938,743,31536
Ireland,32933,1792,23364
Lebanon,29303,297,12047
Libya,28796,450,15384
El Salvador,27798,812,21782
Australia,26912,851,24063
Bosnia and Herzegovina,25521,770,18109
Denmark,23323,640,17738
S. Korea,23045,385,20248
Cameroon,20431,416,19124
Ivory Coast,19320,120,18460
Hungary,18866,686,4401
Bulgaria,18863,761,13580
North Macedonia,16780,700,13949
Madagascar,16073,225,14682
Greece,15142,338,9989
Croatia,14992,253,12737
Senegal,14738,302,11458
Zambia,14175,330,13365
Sudan,13555,836,6760
Norway,12954,267,10371
Albania,12385,362,6940
Tunisia,10732,159,2386
Namibia,10526,113,8112
DRC,10519,271,9952
Guinea,10325,64,9692
Malaysia,10276,130,9395
Maldives,9724,33,8261
French Guiana,9692,65,9341
Tajikistan,9388,73,8152
Finland,9046,341,7700
Gabon,8696,53,7848
Haiti,8624,221,6482
Montenegro,8612,136,5268
Luxembourg,7907,124,6703
Zimbabwe,7683,225,5924
Mauritania,7368,161,6951
Mozambique,6771,43,3622
Slovakia,6756,39,3571
Uganda,6468,63,2731
Myanmar,5805,94,1260
Malawi,5731,179,4040
Djibouti,5404,61,5336
Eswatini,5269,104,4624
Cabo Verde,5257,51,4599
Cuba,5141,116,4462
Hong Kong,5039,103,4717
Equatorial Guinea,5002,83,4509
Jamaica,4988,67,1350
Congo,4986,89,3887
Nicaragua,4961,147,2913
CAR,4786,62,1830
Jordan,4779,30,2844
Suriname,4723,97,4488
Rwanda,4711,26,2961
Slovenia,4470,142,3048
Angola,3991,152,1445
Trinidad and Tobago,3901,65,1753
Lithuania,3814,87,2199
Syria,3800,172,946
Georgia,3695,20,1534
Aruba,3551,23,2239
Mayotte,3541,40,2964
Gambia,3526,108,1992
Thailand,3506,59,3342
Somalia,3465,98,2877
Guadeloupe,3426,26,837
Bahamas,3370,74,1689
Sri Lanka,3290,13,3100
Réunion,3194,15,2482
Mali,3013,128,2372
Estonia,2941,64,2379
Malta,2776,22,2079
South Sudan,2642,49,1290
Botswana,2567,13,624
Iceland,2377,10,2125
Guinea-Bissau,2303,39,1127
Benin,2294,40,1954
Guyana,2269,64,1339
Sierra Leone,2168,72,1650
Yemen,2026,586,1227
Uruguay,1917,46,1621
Burkina Faso,1846,56,1187
New Zealand,1815,25,1728
Togo,1666,41,1269
Belize,1627,21,918
Cyprus,1600,22,1369
Andorra,1564,53,1164
Latvia,1526,36,1248
Lesotho,1424,33,754
Liberia,1336,82,1218
French Polynesia,1271,2,1028
Niger,1188,69,1104
Chad,1151,81,967
Martinique,1122,18,98
Vietnam,1068,35,947
Sao Tome and Principe,908,15,878
San Marino,723,42,669
Diamond Princess,712,13,651
Turks and Caicos,668,5,572
Channel Islands,644,48,575
Sint Maarten,584,20,488
Papua New Guinea,517,7,232
Tanzania,509,21,183
Taiwan,509,7,479
Burundi,473,1,462
Comoros,470,7,450
Faeroe Islands,437,NA,413
Mauritius,366,10,338
Eritrea,364,NA,305
Gibraltar,350,NA,323
Isle of Man,339,24,312
Saint Martin,330,6,206
Mongolia,312,NA,302
Cambodia,275,NA,274
Curaçao,268,1,96
Bhutan,261,NA,192
Cayman Islands,208,1,204
Monaco,193,1,153
Barbados,189,7,173
Bermuda,180,9,166
Brunei,145,3,142
Seychelles,141,NA,136
Liechtenstein,113,1,109
Antigua and Barbuda,96,3,92
British Virgin Islands,69,1,48
St. Vincent Grenadines,64,NA,64
Macao,46,NA,46
Caribbean Netherlands,36,1,17
Fiji,32,2,26
Saint Lucia,27,NA,26
Timor-Leste,27,NA,26
New Caledonia,26,NA,26
Dominica,24,NA,18
Grenada,24,NA,24
Laos,23,NA,22
St. Barth,23,NA,16
Saint Kitts and Nevis,17,NA,17
Greenland,14,NA,14
Montserrat,13,1,12
Falkland Islands,13,NA,13
Vatican City,12,NA,12
Saint Pierre Miquelon,11,NA,5
Western Sahara,10,1,8
MS Zaandam,9,2,NA
Anguilla,3,NA,3
China,85291,4634,80484
Total:,8359461,298840,5206826
Total:,9523709,178006,7825134
Total:,7533318,238008,6292507
Total:,4456092,216378,2389772
Total:,1415720,34021,1159578
Total:,30573,887,27103
Total:,721,15,651
Total:,31319594,966155,22901571
