region,cases,deaths,recovered
USA,6096756,185965,3376530
Brazil,3812605,119594,2976796
India,3468272,62750,2649621
Russia,985346,17025,804383
Peru,629961,28471,438017
South Africa,620132,13743,533935
Colombia,590520,18767,429620
Mexico,585738,63146,404667
Spain,455621,29011,N/A
Chile,405972,11132,379452
Argentina,392009,8271,280165
Iran,369911,21249,318270
UK,331644,41486,N/A
Saudi Arabia,312924,3813,287403
Bangladesh,306794,4174,196836
Pakistan,295372,6284,280340
France,267077,30596,86177
Turkey,265515,6245,241809
Italy,265409,35472,206902
Germany,242114,9360,217061
Iraq,223612,6814,164874
Philippines,213131,3419,135101
Indonesia,169195,7261,122802
Canada,127358,9108,113234
Qatar,118196,196,115017
Ukraine,116978,2492,56138
Bolivia,114409,4846,54914
Ecuador,112141,6504,95311
Israel,112000,894,91051
Kazakhstan,105558,1523,95888
Egypt,98285,5362,70419
Dominican Republic,93390,1648,65285
Panama,90624,1966,64602
Oman,85005,650,79608
Romania,84468,3507,37056
Sweden,83958,5821,N/A
Belgium,83952,9886,18360
Kuwait,83578,525,75320
Guatemala,72921,2709,60534
Belarus,71346,667,69887
Netherlands,69131,6220,N/A
UAE,68901,379,59861
Poland,66239,2032,45536
Japan,65573,1238,53995
Honduras,58810,1827,10076
Morocco,58489,1052,43049
Portugal,57074,1815,41556
Singapore,56717,27,55337
Nigeria,53477,1011,41017
Bahrain,51113,189,47760
Ethiopia,48140,758,17415
Ghana,43949,270,42392
Venezuela,43879,366,34972
Kyrgyzstan,43712,1057,37973
Armenia,43626,872,37563
Algeria,43403,1483,30436
Switzerland,41346,2004,34800
Uzbekistan,40953,305,37947
Costa Rica,38485,407,14664
Afghanistan,38143,1402,29063
Nepal,36456,195,20242
Azerbaijan,35986,527,33461
Moldova,35904,981,24156
Kenya,33630,567,19434
Serbia,31207,709,29802
Ireland,28578,1777,23364
Austria,26985,733,22866
Australia,25547,600,20856
El Salvador,25537,708,13799
Czechia,23777,419,17497
Palestine,21251,145,14291
S. Korea,19400,321,14765
Bosnia and Herzegovina,19214,591,12733
Cameroon,19142,411,17651
Ivory Coast,17797,115,16315
Denmark,16700,624,14877
Bulgaria,16065,603,11231
Paraguay,15873,280,8595
Lebanon,15613,148,4260
Madagascar,14696,187,13709
North Macedonia,14163,590,10933
Senegal,13384,279,9091
Sudan,13082,823,6603
Libya,12629,226,1310
Zambia,11779,283,10945
Norway,10582,264,9348
DRC,9994,255,9035
Greece,9800,259,3804
Croatia,9549,180,6809
Malaysia,9317,125,9038
Guinea,9251,59,8282
Albania,9195,271,4923
French Guiana,9022,58,8586
Gabon,8505,53,7187
Tajikistan,8481,68,7276
Haiti,8161,201,5743
Finland,8042,335,7200
Maldives,7469,28,4873
Mauritania,7012,158,6407
Namibia,6906,65,2789
Luxembourg,6580,124,7140
Zimbabwe,6388,195,5043
Hungary,5669,614,3759
Malawi,5523,174,3143
Djibouti,5383,60,5307
Equatorial Guinea,4941,83,3884
Hong Kong,4769,86,4249
CAR,4700,61,1784
Montenegro,4663,92,3731
Nicaragua,4494,137,2913
Eswatini,4461,91,3210
Congo,3979,78,1742
Cuba,3866,92,3222
Suriname,3848,66,2971
Slovakia,3842,33,2254
Cabo Verde,3745,38,2807
Rwanda,3742,16,1866
Mozambique,3697,21,2055
Tunisia,3461,74,1522
Thailand,3411,58,3242
Mayotte,3301,40,2964
Somalia,3275,95,2481
Sri Lanka,2989,12,2842
Lithuania,2810,86,1816
Slovenia,2797,133,2236
Gambia,2797,96,743
Uganda,2756,28,1288
Mali,2736,126,2055
Syria,2563,103,584
South Sudan,2518,47,1290
Angola,2471,106,1028
Estonia,2363,64,2086
Guinea-Bissau,2205,34,1127
Benin,2145,40,1738
Iceland,2092,10,1964
Bahamas,2057,50,755
Sierra Leone,2013,70,1581
Jamaica,2011,19,888
Yemen,1943,563,1107
Aruba,1906,9,743
Jordan,1869,15,1367
Malta,1820,10,1186
New Zealand,1727,22,1568
Botswana,1633,6,224
Uruguay,1556,43,1352
Trinidad and Tobago,1554,19,628
Réunion,1487,6,692
Cyprus,1481,20,935
Georgia,1462,19,1196
Latvia,1381,34,1163
Togo,1365,27,981
Burkina Faso,1352,55,1058
Liberia,1298,82,832
Guyana,1180,35,633
Niger,1175,69,1085
Guadeloupe,1145,16,336
Andorra,1124,53,902
Lesotho,1051,31,526
Vietnam,1038,31,663
Chad,1008,77,878
Sao Tome and Principe,895,15,848
Belize,870,12,93
Diamond Princess,712,13,651
San Marino,710,42,658
Myanmar,656,6,349
Channel Islands,625,48,545
Martinique,596,16,98
Tanzania,509,21,183
Turks and Caicos,490,3,148
Taiwan,488,7,462
French Polynesia,482,NA,202
Papua New Guinea,453,5,232
Sint Maarten,444,17,179
Burundi,433,1,345
Comoros,422,7,399
Faeroe Islands,411,NA,361
Mauritius,355,10,335
Isle of Man,336,24,312
Eritrea,317,NA,284
Mongolia,301,NA,291
Gibraltar,274,NA,221
Cambodia,273,NA,265
Saint Martin,213,5,79
Cayman Islands,205,1,202
Bhutan,195,NA,135
Bermuda,168,9,151
Barbados,166,7,141
Brunei,144,3,139
Seychelles,136,NA,127
Monaco,125,1,86
Liechtenstein,106,1,96
Antigua and Barbuda,94,3,89
Curaçao,62,1,35
St. Vincent Grenadines,60,NA,57
