region,cases,deaths,recovered
USA,6828698,201366,4119782
India,5122846,83257,4025079
Brazil,4421686,134174,3720312
Russia,1085281,19061,895868
Peru,744400,31051,587717
Colombia,736377,23478,610078
Mexico,680931,71978,485024
South Africa,653444,15705,584195
Spain,614360,30243,N/A
Argentina,589012,12116,448263
Chile,439287,12058,411853
Iran,413149,23808,353848
France,404888,31045,90335
UK,378219,41684,N/A
Bangladesh,344264,4859,250412
Saudi Arabia,327551,4369,306004
Pakistan,303634,6399,291169
Iraq,303059,8248,237241
Turkey,296391,7249,262602
Italy,291442,35645,215265
Philippines,276289,4785,208096
Germany,266865,9449,239100
Indonesia,232628,9222,166686
Israel,172322,1163,125671
Ukraine,166244,3400,73913
Canada,139747,9193,122449
Bolivia,128872,7478,87031
Qatar,122693,208,119613
Ecuador,121525,10996,97063
Romania,108690,4312,43244
Kazakhstan,107056,1671,101455
Dominican Republic,105521,2009,78891
Panama,103466,2198,76787
Egypt,101500,5696,86549
Kuwait,96999,571,87187
Belgium,95948,9935,18810
Morocco,92016,1686,72968
Oman,91753,818,84648
Sweden,87575,5860,N/A
Netherlands,86320,6260,N/A
Guatemala,82924,3009,72562
UAE,82568,402,72117
Poland,76571,2253,62725
Japan,76448,1461,68532
Belarus,74763,767,72810
Honduras,69660,2102,19983
Ethiopia,66224,1045,26665
Portugal,65626,1878,44528
Venezuela,63416,511,51274
Bahrain,62484,216,55444
Nepal,59573,383,42949
Costa Rica,59516,649,21752
Singapore,57532,27,56955
Nigeria,56604,1091,47872
Uzbekistan,49385,411,45474
Algeria,48966,1645,34517
Switzerland,48795,2041,39900
Armenia,46671,925,42231
Ghana,45655,294,44797
Kyrgyzstan,45153,1063,41317
Moldova,44361,1159,32732
Czechia,41032,482,22931
Afghanistan,38872,1436,32505
Azerbaijan,38658,569,36149
Kenya,36393,637,23529
Austria,35853,758,28044
Palestine,33006,243,22209
Serbia,32613,736,31411
Ireland,31799,1788,23364
Paraguay,30419,566,15740
El Salvador,27249,801,20392
Australia,26813,832,23792
Lebanon,26083,259,9634
Libya,24936,394,13498
Bosnia and Herzegovina,24211,736,16990
S. Korea,22657,372,19543
Denmark,20571,633,16557
Cameroon,20303,415,18837
Ivory Coast,19132,120,18289
Bulgaria,18390,739,13241
North Macedonia,16088,668,13550
Madagascar,15871,215,14482
Hungary,15170,663,4227
Senegal,14618,300,10923
Croatia,14279,238,11933
Greece,14041,316,3804
Zambia,13887,326,12869
Sudan,13535,836,6759
Norway,12498,265,10371
Albania,11816,343,6733
DRC,10414,267,9827
Guinea,10154,63,9612
Malaysia,10052,128,9250
Namibia,9964,108,7502
French Guiana,9595,65,9235
Maldives,9427,33,7903
Tajikistan,9171,73,7941
Finland,8799,339,7700
Gabon,8678,53,7827
Haiti,8541,220,6258
Tunisia,8100,129,2309
Zimbabwe,7598,224,5823
Luxembourg,7394,124,6593
Mauritania,7332,161,6844
Montenegro,7291,126,4764
Slovakia,6021,39,3288
Mozambique,5994,39,3267
Malawi,5704,178,3764
Djibouti,5399,61,5333
Uganda,5266,60,2404
Eswatini,5155,101,4418
Equatorial Guinea,5000,83,4496
Hong Kong,4994,102,4682
Cabo Verde,4978,47,4430
Nicaragua,4961,147,2913
Congo,4934,88,3887
Cuba,4876,109,4131
CAR,4782,62,1830
Suriname,4645,95,4089
Rwanda,4634,22,2789
Jamaica,4164,46,1180
Slovenia,4058,136,2897
Myanmar,3894,46,908
Jordan,3852,26,2349
Angola,3675,143,1401
Syria,3654,163,889
Lithuania,3504,87,2149
Thailand,3490,58,3325
Gambia,3440,107,1851
Guadeloupe,3426,26,837
Somalia,3390,98,2812
Mayotte,3374,40,2964
Aruba,3328,22,1676
Trinidad and Tobago,3327,58,810
Sri Lanka,3271,13,3021
Bahamas,3087,69,1533
