region,cases,deaths,recovered
USA,6117376,186382,3381082
Brazil,3819077,120025,2976796
India,3535435,63641,2709926
Russia,985346,17025,804383
Peru,629961,28471,438017
South Africa,620132,13743,533935
Colombia,590520,18767,429620
Mexico,585738,63146,404667
Spain,455621,29011,N/A
Chile,408009,11181,381183
Argentina,392009,8305,287220
Iran,371816,21359,319847
UK,332752,41498,N/A
Saudi Arabia,313911,3840,288441
Bangladesh,308925,4206,198863
Pakistan,295372,6284,280340
France,272530,30602,86177
Turkey,267064,6284,242812
Italy,266853,35473,208224
Germany,242503,9363,217061
Iraq,227446,6891,169020
Philippines,213131,3419,135101
Indonesia,169195,7261,122802
Canada,127614,9113,113467
Qatar,118407,196,115251
Ukraine,116978,2492,56138
Bolivia,114409,4846,54914
Israel,113337,906,92100
Ecuador,112906,6537,95429
Kazakhstan,105558,1523,95888
Egypt,98285,5362,70419
Dominican Republic,93732,1673,66320
Panama,90624,1966,64602
Romania,85833,3539,37388
Oman,85005,650,79608
Kuwait,84224,528,75993
Sweden,83958,5821,N/A
Belgium,83952,9886,18360
Guatemala,72921,2709,60534
Belarus,71523,671,70207
Netherlands,69632,6224,N/A
UAE,69328,379,60202
Poland,66239,2032,45536
Japan,65573,1238,53995
Morocco,60056,1078,44618
Honduras,58810,1827,10076
Portugal,57448,1818,41766
Singapore,56717,27,55447
Nigeria,53477,1011,41017
Bahrain,51113,189,47760
Ethiopia,49654,770,18116
Ghana,44118,270,42581
Venezuela,43879,366,34972
Algeria,43781,1491,30717
Kyrgyzstan,43712,1057,37973
Armenia,43626,872,37563
Switzerland,41722,2005,35200
Uzbekistan,41067,307,38250
Costa Rica,38485,407,14664
Afghanistan,38143,1402,29063
Nepal,37340,207,20555
Moldova,36404,990,25139
Azerbaijan,36174,529,33576
Kenya,33794,572,19590
Serbia,31282,710,29825
Ireland,28720,1777,23364
Austria,26985,733,22866
Australia,25547,600,20856
El Salvador,25537,708,13799
Czechia,23963,421,17536
Palestine,21668,147,14631
Bosnia and Herzegovina,19550,594,12858
S. Korea,19400,321,14765
Cameroon,19142,411,17651
Ivory Coast,17797,115,16315
Denmark,16779,624,14989
Lebanon,16275,155,4484
Bulgaria,16065,603,11231
Paraguay,15873,280,8595
Madagascar,14791,190,13753
North Macedonia,14293,596,11014
Senegal,13456,282,9233
Sudan,13189,823,6612
Libya,12958,231,1333
Zambia,11902,284,11092
Norway,10599,264,9348
DRC,10007,258,9068
Greece,9977,260,3804
Croatia,9861,183,7024
Malaysia,9317,125,9038
Albania,9279,275,5020
Guinea,9251,59,8282
French Guiana,9022,58,8586
Tajikistan,8516,68,7309
Gabon,8505,53,7187
Haiti,8174,201,5743
Finland,8049,335,7200
Maldives,7578,28,4925
Mauritania,7012,158,6407
Namibia,6906,65,2789
Luxembourg,6580,124,7140
Zimbabwe,6388,195,5043
Hungary,5669,614,3759
Malawi,5523,174,3143
Djibouti,5385,60,5314
Equatorial Guinea,4941,83,3884
Hong Kong,4787,86,4287
CAR,4700,61,1784
Montenegro,4663,92,3731
Nicaragua,4494,137,2913
Eswatini,4461,91,3210
Congo,3979,78,1742
Cuba,3866,92,3222
Suriname,3848,66,2971
Slovakia,3842,33,2254
Cabo Verde,3745,38,2807
Rwanda,3742,16,1866
Mozambique,3697,21,2055
Tunisia,3461,74,1522
Thailand,3411,58,3242
Mayotte,3301,40,2964
Somalia,3275,95,2481
Sri Lanka,2995,12,2849
Gambia,2895,96,751
Uganda,2847,29,1288
Lithuania,2839,86,1833
Slovenia,2834,133,2268
Mali,2757,126,2121
Syria,2563,103,584
South Sudan,2518,47,1290
Angola,2471,106,1028
Estonia,2363,64,2086
Guinea-Bissau,2205,34,1127
Benin,2145,40,1738
Iceland,2100,10,1979
Bahamas,2057,50,755
Sierra Leone,2019,70,1591
Jamaica,2011,19,888
Yemen,1946,563,1113
Aruba,1906,9,743
Jordan,1893,15,1447
Malta,1847,10,1244
New Zealand,1727,22,1568
Botswana,1633,6,224
Trinidad and Tobago,1577,19,894
Uruguay,1556,43,1352
Réunion,1487,6,692
Cyprus,1483,20,935
Georgia,1462,19,1196
Latvia,1381,34,1163
Togo,1365,27,981
Burkina Faso,1352,55,1058
Liberia,1298,82,832
Guyana,1180,35,633
Niger,1175,69,1085
Guadeloupe,1145,16,336
Andorra,1124,53,902
Lesotho,1051,31,526
Vietnam,1040,32,677
Chad,1008,77,878
Sao Tome and Principe,895,15,848
Belize,870,12,93
Myanmar,733,6,351
Diamond Princess,712,13,651
San Marino,710,42,658
Channel Islands,625,48,545
Martinique,596,16,98
Tanzania,509,21,183
Turks and Caicos,490,3,148
Taiwan,488,7,462
French Polynesia,482,NA,202
Papua New Guinea,453,5,232
Sint Maarten,444,17,179
Burundi,433,1,345
Comoros,422,7,399
Faeroe Islands,411,NA,362
Mauritius,355,10,335
Isle of Man,336,24,312
Eritrea,317,NA,284
Mongolia,301,NA,291
Gibraltar,275,NA,226
Cambodia,273,NA,265
Saint Martin,213,5,79
Cayman Islands,205,1,202
Bhutan,195,NA,135
Bermuda,168,9,151
Barbados,166,7,141
Brunei,144,3,139
Seychelles,136,NA,127
Monaco,125,1,86
Liechtenstein,106,1,96
Antigua and Barbuda,94,3,89
Curaçao,62,1,35
St. Vincent Grenadines,60,NA,57
Macao,46,NA,46
British Virgin Islands,35,1,8
Fiji,28,2,23
Timor-Leste,27,NA,25
Saint Lucia,26,NA,25
Grenada,24,NA,24
New Caledonia,23,NA,23
Laos,22,NA,21
Dominica,20,NA,18
St. Barth,18,NA,13
Saint Kitts and Nevis,17,NA,17
Caribbean Netherlands,15,NA,7
Greenland,14,NA,14
Montserrat,13,1,12
Falkland Islands,13,NA,13
Vatican City,12,NA,12
Western Sahara,10,1,8
MS Zaandam,9,2,NA
Saint Pierre Miquelon,5,NA,1
Anguilla,3,NA,3
China,85022,4634,80126
Total:,7239625,268550,4146119
Total:,6142262,198980,4720301
Total:,6883204,139597,5493719
Total:,3532538,207194,2058163
Total:,1238114,29208,968269
Total:,28260,629,22904
Total:,721,15,651
Total:,25064724,844173,17410126
