region,cases,deaths,recovered
USA,6335653,191060,3575495
Brazil,4046150,124729,3247610
India,3940131,68598,3037151
Russia,1015105,17649,832747
Peru,670145,29405,489886
Colombia,641574,20618,489151
South Africa,633015,14563,554887
Mexico,616894,66329,430287
Spain,488513,29234,N/A
Argentina,451198,9361,322461
Chile,416501,11422,389409
Iran,382772,22044,330308
UK,340411,41527,N/A
Bangladesh,321615,4412,216191
Saudi Arabia,318319,3982,293964
France,300181,30706,87206
Pakistan,297512,6335,282268
Turkey,274943,6511,248087
Italy,272912,35507,208490
Germany,248814,9399,224600
Iraq,247039,7275,187757
Philippines,232072,3737,160549
Indonesia,187537,7832,134181
Ukraine,130951,2761,59676
Canada,130493,9141,115444
Israel,125755,991,99487
Qatar,119420,201,116313
Bolivia,118781,5288,65884
Ecuador,116360,6648,102051
Kazakhstan,106121,1588,98585
Egypt,99425,5479,75415
Dominican Republic,96629,1801,70871
Panama,94914,2046,68198
Romania,92595,3812,39626
Kuwait,87378,536,78791
Belgium,86544,9899,18513
Oman,86380,705,81828
Sweden,84729,5832,N/A
Guatemala,76358,2804,64399
UAE,72766,387,63158
Netherlands,72464,6235,N/A
Belarus,72302,696,71205
Poland,69820,2100,49820
Japan,69599,1319,59524
Morocco,66855,1253,51223
Honduras,63158,1954,11618
Portugal,59051,1829,42427
Singapore,56948,27,56028
Ethiopia,55213,856,20283
Nigeria,54588,1048,42627
Bahrain,53433,192,50013
Venezuela,49877,402,40574
Algeria,45469,1529,32006
Ghana,44713,280,43577
Armenia,44461,891,39257
Costa Rica,44458,460,17855
Nepal,44236,271,25561
Kyrgyzstan,44199,1060,39389
Switzerland,43532,2013,36500
Uzbekistan,42903,336,40176
Moldova,38372,1036,27017
Afghanistan,38288,1409,29390
Azerbaijan,36899,541,34264
Kenya,34705,585,20644
Serbia,31676,718,30188
Ireland,29206,1777,23364
Austria,28729,735,24513
Czechia,26452,426,18663
Australia,26136,737,22169
El Salvador,26099,744,15347
Palestine,24471,167,16095
S. Korea,20842,331,15783
Bosnia and Herzegovina,20804,636,14120
Paraguay,19959,373,10251
Cameroon,19604,415,18448
Lebanon,18963,179,5338
Ivory Coast,18208,119,17045
Denmark,17374,626,15499
Bulgaria,16775,658,11935
Libya,15773,254,1856
Madagascar,15187,198,14075
North Macedonia,14762,606,11965
Senegal,13881,289,9723
Sudan,13189,823,6612
Zambia,12523,292,11562
Croatia,11428,195,8530
Norway,11120,264,9348
Greece,10998,278,3804
DRC,10125,259,9367
Albania,9844,301,5732
Guinea,9579,61,8726
Malaysia,9385,128,9092
French Guiana,9251,61,8772
Tajikistan,8690,69,7482
Gabon,8538,53,7335
Haiti,8301,210,5870
Maldives,8281,29,5483
Finland,8225,336,7350
Namibia,8082,86,3483
Hungary,7382,621,3944
Mauritania,7106,160,6588
Luxembourg,6811,124,N/A
Zimbabwe,6678,206,5263
Malawi,5593,175,3516
Djibouti,5387,60,5327
Montenegro,5165,104,4164
Equatorial Guinea,4965,83,4390
Hong Kong,4851,94,4456
CAR,4729,62,1807
Eswatini,4720,94,3789
Nicaragua,4668,141,2913
Congo,4628,102,1742
Tunisia,4394,84,1681
Slovakia,4300,37,2693
Rwanda,4255,18,2163
Suriname,4215,73,3318
Cuba,4214,100,3474
Mozambique,4207,26,2370
Cabo Verde,4125,41,3502
Thailand,3431,58,3277
Mayotte,3374,40,2964
Somalia,3310,98,2481
Uganda,3288,33,1532
Sri Lanka,3111,12,2907
Gambia,3101,99,1075
Slovenia,3079,134,2440
Lithuania,3004,86,1920
Syria,2973,124,681
Jamaica,2896,29,921
Mali,2807,126,2203
Angola,2805,113,1144
South Sudan,2533,47,1290
Estonia,2456,64,2157
Bahamas,2386,50,893
Aruba,2292,13,1031
Jordan,2233,15,1648
Guinea-Bissau,2205,34,1127
Benin,2194,40,1738
Iceland,2128,10,2023
Sierra Leone,2035,71,1600
Trinidad and Tobago,1984,29,700
Malta,1984,13,1565
Yemen,1979,571,1180
Réunion,1912,10,880
New Zealand,1764,23,1630
Botswana,1724,6,493
Uruguay,1636,44,1437
Georgia,1596,19,1294
Cyprus,1498,21,1139
Togo,1443,31,1071
Latvia,1416,35,1187
Guyana,1401,44,805
Burkina Faso,1375,55,1075
Guadeloupe,1363,18,336
Liberia,1306,82,1163
Andorra,1199,53,909
Niger,1177,69,1091
Belize,1118,13,255
Myanmar,1111,6,359
Lesotho,1085,31,528
Vietnam,1046,35,755
Chad,1018,77,908
Sao Tome and Principe,897,15,857
Martinique,754,18,98
San Marino,735,42,660
Diamond Princess,712,13,651
Channel Islands,631,48,575
French Polynesia,622,NA,336
Turks and Caicos,577,5,220
Tanzania,509,21,183
Sint Maarten,504,19,302
Taiwan,489,7,471
Papua New Guinea,471,5,232
Comoros,448,7,410
Burundi,448,1,357
Faeroe Islands,412,NA,379
Mauritius,356,10,335
Isle of Man,336,24,312
Eritrea,330,NA,295
Mongolia,310,NA,296
Gibraltar,305,NA,248
Cambodia,274,NA,272
Saint Martin,239,6,79
Bhutan,227,NA,150
Cayman Islands,205,1,204
Barbados,177,7,150
Bermuda,174,9,157
Brunei,145,3,139
Monaco,143,1,94
Seychelles,136,NA,127
Liechtenstein,107,1,97
Antigua and Barbuda,95,3,91
Curaçao,78,1,39
St. Vincent Grenadines,61,NA,57
British Virgin Islands,47,1,8
Macao,46,NA,46
Fiji,29,2,23
Timor-Leste,27,NA,25
New Caledonia,26,NA,23
Saint Lucia,26,NA,26
Grenada,24,NA,24
Laos,22,NA,21
Dominica,20,NA,18
Caribbean Netherlands,18,NA,7
St. Barth,18,NA,13
Saint Kitts and Nevis,17,NA,17
Greenland,14,NA,14
Montserrat,13,1,12
Falkland Islands,13,NA,13
Vatican City,12,NA,12
Western Sahara,10,1,8
MS Zaandam,9,2,NA
Saint Pierre Miquelon,5,NA,5
Anguilla,3,NA,3
China,85102,4634,80263
Total:,7516947,277013,4387451
Total:,6547061,208468,5171622
Total:,7431829,147682,5960872
Total:,3695294,209188,2121206
Total:,1281285,30670,1017967
Total:,29048,767,24413
Total:,721,15,651
Total:,26502185,873803,18684182
