region,cases,deaths,recovered
USA,6148483,186946,3410695
Brazil,3846965,120498,3006812
India,3613742,64539,2768476
Russia,990326,17093,806982
Peru,639435,28607,446675
South Africa,622551,13981,536694
Colombia,599914,19064,440574
Mexico,591712,63819,409127
Spain,455621,29011,N/A
Chile,408009,11181,381183
Argentina,401239,8401,294007
Iran,373570,21462,321421
UK,334467,41499,N/A
Saudi Arabia,314821,3870,289667
Bangladesh,310822,4248,201907
Pakistan,295636,6288,280547
France,272530,30602,86177
Turkey,268546,6326,243839
Italy,268218,35477,208536
Germany,242992,9363,217484
Iraq,227446,6891,169020
Philippines,217396,3520,157403
Indonesia,172053,7343,124185
Canada,127909,9117,113646
Ukraine,119074,2527,56734
Qatar,118575,197,115430
Bolivia,115354,4938,56749
Israel,113648,909,92588
Ecuador,112906,6537,95429
Kazakhstan,105684,1523,96135
Egypt,98497,5376,71302
Dominican Republic,94241,1681,66776
Panama,91337,1983,65119
Romania,86785,3578,37665
Oman,85544,677,80459
Kuwait,84636,530,76650
Belgium,84599,9891,18403
Sweden,83958,5821,N/A
Guatemala,73679,2728,61163
Belarus,71687,676,70452
Netherlands,70140,6224,N/A
UAE,69690,382,60600
Poland,66870,2033,46192
Japan,66423,1255,55341
Morocco,60056,1078,44618
Honduras,59645,1842,10156
Portugal,57768,1819,41885
Singapore,56771,27,55586
Nigeria,53727,1011,41314
Bahrain,51391,189,48275
Ethiopia,49654,770,18116
Venezuela,44946,375,36175
Ghana,44205,276,42777
Kyrgyzstan,43820,1058,38198
Algeria,43781,1491,30717
Armenia,43750,877,37650
Switzerland,42014,2005,35800
Uzbekistan,41424,313,38655
Costa Rica,39699,418,15737
Nepal,38561,221,20822
Afghanistan,38162,1402,29089
Moldova,36700,992,25139
Azerbaijan,36309,531,33703
Kenya,34057,574,19688
Serbia,31365,711,29931
Ireland,28760,1777,23364
Austria,27166,733,23070
Australia,25670,611,21116
El Salvador,25635,713,14013
Czechia,24198,423,17546
Palestine,22204,149,14787
Bosnia and Herzegovina,19793,598,12961
S. Korea,19699,323,14903
Cameroon,19142,411,17651
Ivory Coast,17893,115,16440
Denmark,16891,624,15116
Lebanon,16870,160,4693
Paraguay,16474,294,8854
Bulgaria,16164,605,11253
Madagascar,14843,191,13802
North Macedonia,14330,600,11062
Senegal,13556,284,9388
Libya,13423,232,1410
Sudan,13189,823,6612
Zambia,12025,287,11454
Norway,10631,264,9348
Greece,10134,262,3804
Croatia,10123,184,7212
DRC,10045,258,9103
Albania,9380,280,5139
Malaysia,9334,126,9048
Guinea,9251,59,8282
French Guiana,9076,58,8620
Tajikistan,8516,68,7309
Gabon,8505,53,7187
Haiti,8209,201,5828
Finland,8077,335,7200
Maldives,7578,28,4925
Namibia,7116,69,2817
Mauritania,7012,158,6407
Luxembourg,6625,124,7140
Zimbabwe,6406,196,5056
Hungary,5961,614,3759
Malawi,5528,174,3143
Djibouti,5385,60,5319
Equatorial Guinea,4941,83,3884
Hong Kong,4802,88,4320
Montenegro,4727,93,3839
CAR,4700,61,1784
Eswatini,4510,91,3359
Nicaragua,4494,137,2913
Congo,3979,78,1742
Suriname,3954,67,2991
Cuba,3925,94,3273
Slovakia,3876,33,2278
Rwanda,3843,16,1904
Mozambique,3821,23,2100
Cabo Verde,3778,39,2855
Tunisia,3572,76,1536
Thailand,3411,58,3252
Somalia,3310,97,2481
Mayotte,3301,40,2964
Sri Lanka,3010,12,2860
Gambia,2895,96,751
Lithuania,2874,86,1837
Slovenia,2865,133,2283
Uganda,2847,29,1288
Mali,2757,126,2121
Syria,2628,106,599
Angola,2551,107,1041
South Sudan,2519,47,1290
Estonia,2373,64,2088
Guinea-Bissau,2205,34,1127
Benin,2145,40,1738
Bahamas,2135,50,782
Jamaica,2113,20,890
Iceland,2105,10,1990
Sierra Leone,2019,70,1591
Aruba,1975,10,765
Yemen,1946,563,1113
Jordan,1893,15,1447
Malta,1862,11,1313
New Zealand,1729,22,1570
Trinidad and Tobago,1683,21,672
Réunion,1634,6,880
Botswana,1633,6,224
Uruguay,1570,44,1364
Cyprus,1483,20,935
Georgia,1469,19,1221
Latvia,1393,34,1163
Togo,1390,27,990
Burkina Faso,1357,55,1058
Liberia,1304,82,872
Guyana,1184,35,636
Niger,1175,69,1085
Guadeloupe,1145,16,336
Andorra,1124,53,902
Lesotho,1051,31,526
Vietnam,1040,32,695
Chad,1008,77,878
Belize,964,13,115
Sao Tome and Principe,895,15,848
Myanmar,749,6,351
Diamond Princess,712,13,651
San Marino,710,42,658
Channel Islands,625,48,545
Martinique,596,16,98
Tanzania,509,21,183
Turks and Caicos,490,3,148
Taiwan,488,7,462
French Polynesia,482,NA,202
Sint Maarten,460,17,179
Papua New Guinea,459,5,232
Burundi,445,1,357
Comoros,423,7,399
Faeroe Islands,411,NA,362
Mauritius,355,10,335
Isle of Man,336,24,312
Eritrea,318,NA,284
Mongolia,301,NA,295
Gibraltar,285,NA,228
Cambodia,273,NA,265
Saint Martin,213,5,79
Cayman Islands,205,1,202
Bhutan,195,NA,135
Barbados,170,7,141
Bermuda,169,9,153
Brunei,144,3,139
Seychelles,136,NA,127
Monaco,130,1,89
Liechtenstein,107,1,97
Antigua and Barbuda,94,3,91
Curaçao,62,1,35
St. Vincent Grenadines,60,NA,57
Macao,46,NA,46
British Virgin Islands,35,1,8
Fiji,28,2,23
Timor-Leste,27,NA,25
Saint Lucia,26,NA,25
Grenada,24,NA,24
New Caledonia,23,NA,23
Laos,22,NA,21
Dominica,20,NA,18
St. Barth,18,NA,13
Saint Kitts and Nevis,17,NA,17
Caribbean Netherlands,15,NA,7
Greenland,14,NA,14
Montserrat,13,1,12
Falkland Islands,13,NA,13
Vatican City,12,NA,12
Western Sahara,10,1,8
MS Zaandam,9,2,NA
Saint Pierre Miquelon,5,NA,1
Anguilla,3,NA,3
China,85031,4634,80153
