region,cases,deaths,recovered
USA,6001103,183677,3314664
Brazil,3722004,117756,2908848
India,3314953,60652,2524518
Russia,975576,16804,792561
South Africa,615701,13502,525242
Peru,613378,28124,421877
Mexico,573888,62076,396758
Colombia,572270,18184,407121
Spain,426818,28971,N/A
Chile,402365,10990,376268
Argentina,370188,7839,268801
Iran,365606,21020,314870
UK,328846,41465,N/A
Saudi Arabia,310836,3755,284945
Bangladesh,304583,4127,193458
Pakistan,294638,6274,279561
Italy,262540,35458,206329
Turkey,262507,6183,239797
France,253587,30544,85524
Germany,239000,9352,214233
Iraq,215784,6668,157215
Philippines,205581,3234,133990
Indonesia,162884,7064,118575
Canada,126417,9094,112455
Qatar,117742,194,114558
Bolivia,112094,4726,50397
Ukraine,112059,2403,54217
Ecuador,110549,6410,95097
Israel,109039,877,87017
Kazakhstan,105243,1523,94713
Egypt,97825,5317,68713
Dominican Republic,92557,1613,63478
Panama,89082,1932,63595
Sweden,87072,5817,N/A
Oman,84818,646,79409
Belgium,83030,9879,18331
Kuwait,82271,521,73906
Romania,81646,3421,36286
Belarus,70974,657,69378
Guatemala,70714,2662,58783
Netherlands,68114,6215,N/A
UAE,68020,378,59070
Poland,64689,2010,44097
Japan,63822,1209,51688
Honduras,56649,1747,9169
Singapore,56572,27,54971
Portugal,56274,1807,41184
Morocco,55864,984,40586
Nigeria,53021,1010,40281
Bahrain,50393,186,47049
Ethiopia,45221,725,16311
Ghana,43769,270,42048
Kyrgyzstan,43459,1057,37492
Armenia,43270,864,36988
Algeria,42619,1465,29886
Venezuela,41965,351,32931
Switzerland,40645,2003,34800
Uzbekistan,40195,295,36562
Afghanistan,38129,1401,29046
Costa Rica,36307,386,13317
Azerbaijan,35707,522,33281
Moldova,34982,967,24156
Nepal,34418,175,19504
Kenya,33016,564,19296
Serbia,30974,707,29343
Ireland,28363,1777,23364
Austria,26361,733,22317
Australia,25322,572,20100
El Salvador,25284,694,13291
Czechia,22951,418,16954
Palestine,20155,137,13929
Cameroon,18973,410,16540
S. Korea,18706,313,14461
Bosnia and Herzegovina,18609,571,12336
Ivory Coast,17603,114,15941
Denmark,16537,623,14603
Bulgaria,15751,586,10750
Paraguay,14872,247,8134
Madagascar,14554,181,13582
Lebanon,14248,139,3955
North Macedonia,13914,578,10507
Senegal,13186,275,8852
Sudan,12974,819,6557
Libya,11834,210,1152
Zambia,11376,282,10693
Norway,10504,264,9150
DRC,9915,255,9020
Malaysia,9296,125,8994
Greece,9280,248,3804
Guinea,9167,57,8150
French Guiana,8936,56,8461
Albania,8927,263,4633
Croatia,8888,175,6362
Gabon,8468,53,7066
Tajikistan,8413,67,7214
Haiti,8122,197,5677
Finland,8019,335,7200
Luxembourg,7928,124,7140
Maldives,7225,28,4561
Mauritania,6977,158,6356
Namibia,6431,59,2734
Zimbabwe,6251,179,5001
Malawi,5474,173,3085
Djibouti,5383,60,5297
Hungary,5379,614,3757
Equatorial Guinea,4928,83,3798
Hong Kong,4756,81,4200
CAR,4698,61,1778
Montenegro,4499,88,3558
Nicaragua,4494,137,2913
Eswatini,4387,88,3078
Congo,3979,78,1742
Cuba,3759,92,3159
Suriname,3724,62,2863
Cabo Verde,3630,38,2713
Slovakia,3626,33,2206
Rwanda,3625,15,1810
Mozambique,3590,21,1927
Thailand,3404,58,3237
Somalia,3275,95,2443
Mayotte,3237,39,2964
Tunisia,3206,71,1476
Sri Lanka,2984,12,2819
Lithuania,2762,85,1802
Slovenia,2722,133,2170
Mali,2717,126,2052
Gambia,2708,93,611
Uganda,2524,26,1268
South Sudan,2510,47,1290
Syria,2440,98,550
Angola,2332,103,977
Estonia,2325,64,2067
Guinea-Bissau,2205,34,1127
Benin,2145,40,1738
Iceland,2082,10,1957
Sierra Leone,2003,69,1577
Yemen,1930,560,1097
Bahamas,1813,48,634
Jamaica,1804,19,846
Aruba,1760,8,587
Jordan,1756,15,1355
Malta,1751,10,1077
New Zealand,1702,22,1554
